first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,address,fax,principal_agent,qeac_numbers,counselor_count
,,Remington Education and Migration Pty. Ltd.,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/24888,"135 King St, Sydney, New South Wales, 2000, Australia",,,,
,,CHINA AUSTRALIA EDUCATION,,,,,,Glen Iris,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/24842,"2 Parkin St, Glen Iris, Victoria, 3146, Australia",,,,
,,Australian Agent for International Students,,,,,,Leawood Gardens,South Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/23462,"11 Eagle Rd, Leawood Gardens, South Australia, 5150, Australia",,,,
,,Smart Career Center,,,,,,Brisbane City,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/23560,"Level5 231 George Street, Brisbane, Brisbane City, QLD, 4000, Australia",,,,
,,PROFESSIONAL IMMIGRATION HUB,,,,,,MITCHAM,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/23644,"8 Tirana st, Ringwood, MITCHAM, VIC, 3132, Australia",,,,
,,Youimmi Migration & Education Services,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/23645,"Suite 1362, Level 13, 135 King St, Sydney, Sydney, New South Wales, 2000, Australia",,,,
,,Longwin Education Lty Ltd,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/24465,"1351/ Level 13, 135 King St, Sydney, Sydney, New South Wales, 2000, Australia",,,,
,,Jolly-Noble International Education,,,,,,Shanghai,Shanghai,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/21729,"Room 2106, floor 21, Hongwell International Plaza, opposite BELLE Building, 1602 Zhongshan West Road, Shanghai, Shanghai, 200235, China",,,,
,,Margaret Andoh-Okai Education & Migration Consultant  0601154,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/24889,"45B Allenby Rd, Lilydale, Melbourne, Victoria, 3140, Australia",,,,
,,Alight Group of Consultants Pty. Ltd,,,,,,Brisbane City,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43304,"U 332, Unilodge Building, 108 Margaret Street Brisbane, Brisbane City, QLD, 4000, Australia",,,,
,,NEW CITY INTERNATIONAL MIGRATION & EDUCATION CENTER,,,,,,Haymarket,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/17167,"-, 401 Sussex St, Haymarket, New South Wales, 2000, Australia",,,,
,,RS Migration Law Group,,,,,,Campbelltown,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/26069,"Suite 1, 116 Queen St, Campbelltown, New South Wales, 2560, Australia",,,,
,,MIGRATE LINKS,,,,,,Braybrook,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/26163,"38 Lily St, Braybrook, Victoria, 3019, Australia",,,,
,,SEA,,,,,,Vincentia,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/25505,"26, 26 Dacres St, Vincentia, New South Wales, 2540, Australia",,,,
,,Advanced Education Guidance,,,,,,Alexander Heights,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/34875,"4 Chancery Ln, Alexander Heights, Western Australia, 6064, Australia",,,,
,,Access Education Network (P.) Ltd.,,,,,,Pokhara,Gandaki,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/26704,"Saugat Complex, 09, Pokhara, Gandaki, 33700, Nepal",,,,
,,AH Students Services,,,,,,Conder,Australian Capital Territory,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/18953,"9 Heidelberg Street P.O. Box 6304 Conder, -, Conder, Australian Capital Territory, 2906, Australia",,,,
,,UNIQUE LINKS PTY LTD,,,,,,Birtinya,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/24353,"1 Regatta Business Centre, 2 Innovation Pkwy, Birtinya, Queensland, 4575, Australia",,,,
,,Whiterock Educational Services,,,,,,Alagbado,LAGOS,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7150,"Suites 40/41, Fleming Office Plaza, Ait/Raypower Road, Alagbado, LAGOS, 100234, Nigeria",,,,
,,Australian Education Services Pty Ltd,,,,,,Melbourne,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/637,"Level 4 258 Little Bourke Street, Melbourne, VIC, 3000, Australia",,,,
,,Boss Education & Visa Pty Ltd,,,,,,-,Australian Capital Territory,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/22076,"-, - -, -, -, Australian Capital Territory, -, Australia",,,,
,,Auslink Rural Skills Training,,,,,,South Toowoomba,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/34670,"198 Perth St, South Toowoomba, Queensland, 4350, Australia",,,,
,,TOPSELECT EDUCATION AND MIGRATION,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41880,"304 276 Pitt Street, Sydney, New South Wales, 2000, Australia",,,,
,,Australia Group,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/27659,"2/2 Ivy St, Wollstonecraft, Sydney, New South Wales, 2065, Australia",,,,
,,Visas-R-Us,,,,,,Gold Coast,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/32266,"1 Cannon Street, Southport, Queensland, Australia, 1 Cannon St, Southport, Gold Coast, Queensland, 4215, Australia",,,,
,,LXR Education & Tours,,,,,,Cairns,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/31255,"14 Spence St, Cairns, Queensland, 4870, Australia",,,,
,,Study Expert,,,,,,Wavell Heights,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/34889,"6, Wavell Heights, Queensland, 4012, Australia",,,,
,,Kangaroo Studies Private Limited,,,,,,Jalandhar,Punjab,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/14529,"Upper Ground Floor, Midas Corporate Bank G.T Road, - G.T Road, Jalandhar, Punjab, 144001, India",,,,
,,KOKOS Manila,,,,,,Makati City,Manila,Philippines,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/12527,"Unit 305 Townes Inc. Bldg, 916 A. Arnaiz Avenue, Makati City, Manila, 1203, Philippines",,,,
,,EURO AMERICAN EDUCARE P. LTD.,,,,,,Kathmandu,Bagmati,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/12361,"New Baneshwor chowk, Kathmandu Metropolitan city - 10, Kathmandu, Nepal, Devkota Sadak, Kathmandu, Central Region, Nepal Devkota Sadak, Kathmandu, Kathmandu, Bagmati, 44600, Nepal",,,,
,,Ozinex Consultants,,,,,,Cairns North,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/32901,"4 367 McLeod Street, Cairns North, Queensland, 4870, Australia",,,,
,,AVESS,,,,,,Caroline Springs,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44709,"2 Tucker Place, Caroline Springs, Victoria, 3023, Australia",,,,
,,ACE International (Association for Creative Education),,,,,,Manchester,Barking and Dagenham,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/34414,"132 Ben St, Manchester, Barking and Dagenham, M11 4EW, United Kingdom",,,,
,,Latino Australia Education (LAE),,,,,,191 Clarence Street,Sydney,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/9573,"Level 1, 191 Clarence Street, Sydney, 2000, Australia",,,,
,,Kasali Migration and Education Australia,,,,,,Prague,Hlavni mesto Praha,Czech Republic,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39072,"Prague City Centre, Klimentska 46, Prague, Hlavni mesto Praha, 11002, Czech Republic",,,,
,,Quoc Anh IEC,,,,,,Ho Chi Minh City,Ho Chi Minh,Vietnam,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/23010,"Ground Floor, Ha Phan Building, 17-19 Ton That Tung Pham Ngu Lao Ward, District 1, Ho Chi Minh City, Ho Chi Minh, 700000, Vietnam",,,,
,,New Field Education Group,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/33754,"Suite 2103, Level 21, 31 Market St, Sydney, New South Wales, 2000, Australia",,,,
,,Praxis Migration,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35588,"Level 14 330 Collins Street, Melbourne, Victoria, 3000, Australia",,,,
,,JNP GLOBAL EUDCATION,,,,,,Rivervale,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36974,"64 Surrey Road, HIGHGATE, Rivervale, Western Australia, 6103, Australia",,,,
,,888 Migration Services,,,,,,Attadale,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/33612,"71 Stock Rd, Attadale, Western Australia, 6156, Australia",,,,
,,The Student Confidential,,,,,,Perth,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39396,"803A Wellington Street, West Perth, Perth, Western Australia, 6018, Australia",,,,
,,Gradsmate,,,,,,Petaling Jaya,Selangor,Malaysia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43510,"A-21-13 Pinnacle PJ, Jalan Utara C Petaling Jaya, Petaling Jaya, Selangor, 46100, Malaysia",,,,
,,Half World Pty Ltd,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7342,"246 Ascot Vale Road, Ascot Vale, Melbourne, Victoria, 3032, Australia",,,,
,,Noble Ideal Consult,,,,,,Canberra,Australian Capital Territory,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35580,"17 Lanley Square, Ngunnawal, ACT 2913, Australia, 17 Lanley Square, Ngunnawal, Canberra, Australian Capital Territory, 2913, Australia",,,,
,,Australian Studies Advisory,,,,,,Kuraby,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35808,"63 Saint Andrew Street, Kuraby, Queensland, 4112, Australia",,,,
,,Mahmoud Tobasi,,,,,,Amman,Amman,Jordan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37505,"39 Dihyah Al-Kalbi Street, Amman, Amman, Amman, 11953, Jordan",,,,
,,Kumud Overseas,,,,,,Ahmedabad,Gujarat,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35432,"111, Shreyas Complex Navrangpura Cross Rd, Navrangpura, Ahmedabad, Gujarat, 380009, India",,,,
,,Sirus Education Australia,,,,,,Dummaladeniya,Wennappuwa,Sri Lanka,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/2260,"Sirus Building, 315 Colombo road, Dummaladeniya, Wennappuwa, North Western, Sri Lanka",,,,
,,Ausbeyond service group,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/11419,"407, 83 York St, Sydney, Sydney, New South Wales, 2000, Australia",,,,
,,Education Link Ltd (Thailand),,,,,,Muang,Nakhon Si Thammarat,Thailand,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/34993,"25/6 Soi Santitham, Moo 4, Nakean, Muang, Nakhon Si Thammarat, 80000, Thailand",,,,
,,"Australia Career, Education and Migration Services",,,,,,Victoria Park,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35875,"443 Albany Highway, Victoria Park, Western Australia, 6100, Australia",,,,
,,Jacquie Wangari,,,,,,Nairobi. Kenya,,Kenya,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36956,"Nairobi. Kenya, , Nairobi Area, Kenya",,,,
,,StudyTours,,,,,,Santiago,Region Metropolitana,Chile,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/3832,"Avda. Alonso de Córdova 5870 Of. 819, Las Condes, Santiago, Region Metropolitana, 7560885, Chile",,,,
,,Bridge Blue Myanmar,,,,,,Corner of Ma Poe & Maynigone Zay Street Sanchaung Township Yangon,Yangon,Myanmar,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36981,"No 73 3AB, Corner of Ma Poe & Maynigone Zay Street Sanchaung Township Yangon, Yangon, Yangon, Myanmar",,,,
,,iae GLOBAL Europe Regional Head Office,,,,,,London,Barking and Dagenham,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36656,"29-30 Windmill Street, London, Barking and Dagenham, W1T 2JL, United Kingdom",,,,
,,Sinolink Migration Services Pty Ltd,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/28046,"Level 12, 45 William Street, Melbourne, Victoria, 3000, Australia",,,,
,,Orient Spectra Education Consultants Pvt. Ltd.,,,,,,Hyderabad,Telangana,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36457,"103 Sanatana Eternal, above Van Heusen Showroom, Street No. 19, Himayatnagar, Hyderabad, Telangana, 500029, India",,,,
,,Jing Gong,,,,,,Wishart,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37124,"9 Barcelona St, Wishart, Queensland, 4122, Australia",,,,
,,My First Step,,,,,,Manunda,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37182,"PO Box 255, Manunda, Queensland, 4870, Australia",,,,
,,Supreme Education Services,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37200,"33 Yarran Grove, Bayswater, Melbourne, Victoria, 3153, Australia",,,,
,,Nicholas Moran,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37034,"Brunswick Business Incubator, 420 Victoria Street, Brunswick, Melbourne, Victoria, 3056, Australia",,,,
,,StudyNet Pty Ltd,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35942,"Suite 1.02/233 Castlereagh St., Sydney, Sydney, New South Wales, 2000, Australia",,,,
,,Latino Australia Education (LAE),,,,,,Santiago,Valparaiso,Chile,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/19246,"Cruz Del Sur 235 Las Condes A 2 Cuadras Del Metro Escuela Militar, - -, Santiago, Valparaiso, -, Chile",,,,
,,Dream Service International,,,,,,Broadbeach,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/28038,"PO BOX 751 Pacific Fair, Broadbeach, Queensland, 4218, Australia",,,,
,,Montgomery International Consultants,,,,,,Melbourne,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7989,"Suite 1403, Level 14, 350 Collins St, Melbourne, Vic 3000, Melbourne, VIC, 3000, Australia",,,,
,,Start In Australia,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37304,"35 Balwyn road, bulleen, Melbourne, Victoria, 3105, Australia",,,,
,,Live Global Center,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37214,"10 Eustace Street, Unit 5, Manly, Sydney, New South Wales, 2095, Australia",,,,
,,The Right Way Consulting,,,,,,Hornsby,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37250,"4 Warandoo St., Hornsby, New South Wales, 2077, Australia",,,,
,,"JBM International Student Services, Inc.",,,,,,Everett,Massachusetts,United States of America,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37053,"Floor 2, Suite 202, 6 Victorial Street, Everett, Massachusetts, 02149, United States of America",,,,
,,Eduin,,,,,,Chatswood,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37381,"507 8 Help Street, Chatswood, New South Wales, 2067, Australia",,,,
,,Study International,,,,,,São Paulo,Sao Paulo,Brazil,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37277,"Rua Escócia, 65, Jardim Europa, São Paulo, Sao Paulo, 01450-000, Brazil",,,,
,,UePath Global,,,,,,NSW,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37464,"U1106 87-89 Liverpool ST, Sydney, NSW, New South Wales, 2000, Australia",,,,
,,Taylor's International Alliance Network - Malaysia,,,,,,Subang Jaya,Subang Jaya,Malaysia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/13709,"Taylor?s Placement Centre, No. 1, Jalan SS15/8, Subang Jaya, Subang Jaya, 47500, Malaysia",,,,
,,"School of Tourism Management, Sun Yat-sen University, China",,,,,,ZHUHAI,Guangdong,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37391,"Building of school of tourism management, Sun Yat-sen Univeristy (Zhuhai Campus), Tangjiawan town, Xiaozhou District, ZHUHAI, Guangdong, 519082, China",,,,
,,Gallops Eduservices,,,,,,Mittagong,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37917,"44/200 Old Hume Highway, 44/200 Old Hume Highway, SYDNEY, Mittagong, NSW, 2575, Australia",,,,
,,Worldwide Scholar Education Pty LTD,,,,,,Brisbane City,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/50537,"58 Wharf Street, Brisbane City, QLD, 4000, Australia",,,,
,,Australian Academic Connection,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37901,"Suite 16, Level 1, 420 Victoria Street, Brunswick, Melbourne, Victoria, 3056, Australia",,,,
,,Unitiger (Mumbai),,,,,,Mumbai,Maharashtra,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37716,"19 B, Prasad Suyash, KC Rd, Bandra Reclamation, Mumbai, Maharashtra, 400050, India",,,,
,,Red Earth Migration,,,,,,Perth,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37886,"5B, 44 Hutton Street, Osborne Park, Perth, Western Australia, 6017, Australia",,,,
,,C.I. OZI International,,,,,,Bogota,Distrito Especial,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37947,"Calle 113 # 11A - 44, Santa Barbara, Bogota, Distrito Especial, 110111, Colombia",,,,
,,KIOSK Estudios En El Exterior,,,,,,Calle 9 # 43ª - 31,Medellín,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/20562,"Centro Comercial ALIADAS, Oficina 213, Calle 9 # 43ª - 31, Medellín, Antioquia, Colombia",,,,
,,Salta Experience,,,,,,Brunswick,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38219,"166 State Route 38, Brunswick, Brunswick, Victoria, 3056, Australia",,,,
,,AWM Educational Services,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37646,"Level 1, Exchange Tower, 530 Little Collins Street, Melbourne, Victoria, 3000, Australia",,,,
,,We Link Education,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41374,"Unit 7 575 Bourke Street, Melbourne, Victoria, 3000, Australia",,,,
,,Sterling Immigration & Educational Services Private Limited,,,,,,Ahmedabad,Gujarat,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37918,"8, Amrapali Complex, Opp. Jain Temple, Ankur road, Naranpura, Naranpura, Ahmedabad, Gujarat, 380013, India",,,,
,,Torrens University Australia,,,,,,Surry Hills,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/49133,"51 Foveaux Street, Surry Hills, New South Wales, 2010, Australia",,,,
,,AJ Global,,,,,,Kandy,Central,Sri Lanka,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38070,"68/5 Farm Hill Lane Ampitiya Road, Kandy, Central, 20000, Sri Lanka",,,,
,,Gateways Education and Migration Services Australia,,,,,,Parkwood,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38263,"19 Merley Way, Parkwood, Western Australia, 6147, Australia",,,,
,,International Academy (Head Office),,,,,,Cochin (Kochi),Kerala,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37360,"2nd floor, Bright House, Karimpatta Cross Road, Pallimukku, Ernakulam, Cochin (Kochi), Kerala, 682016, India",,,,
,,Super Fun Business International,,,,,,Mount Colah,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38358,"25 Grey Gum Road, Sydney, Mount Colah, NSW, 2079, Australia",,,,
,,Educonnect Australia,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38119,"478 George Street, Sydney, New South Wales, 2000, Australia",,,,
,,"ADI Immigration, Visa and Education Services",,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38521,"75 Brighton Road, Elwood, Melbourne, Victoria, 3184, Australia",,,,
,,Rightway Airlinks Pvt. Ltd.,,,,,,Moga,Punjab,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38233,"Opp Big Ben Hotel, Dhillon Complex 1st floor, G.T Road, Moga, Punjab, 142001, India",,,,
,,SR OZ Study and Tour,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38694,"Level 14, 118/20-34 Albert Road (Opposite Strathfield train station), Strathfield, Sydney, New South Wales, 2135, Australia",,,,
,,AET Consulting,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39288,"GPO Box 2819, Brisbane, Queensland, 4000, Australia",,,,
,,New Oriental Vision Overseas Consulting,,,,,,Beijing,Beijing,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36855,"Floor 10, New Oriental South Building, 2 Dong San Street, 2 Dong San Street, Beijing, Beijing, 100080, China",,,,
,,Flyhigher Visa Services (FuLai),,,,,,Mitcham,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38775,"15 Reserve Avenue, Mitcham, Victoria, 3132, Australia",,,,
,,Next Term Education and  Visa Services,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38682,"Suite 801, Level 8, 60 York Street, Sydney, New South Wales, 2000, Australia",,,,
,,NextVisa,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/28353,"3/10 Wharf Crescent, Pyrmont, Sydney, New South Wales, 2009, Australia",,,,
,,Australia Leadstar Group,,,,,,Box Hill,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38680,"Suite208，Level 2, 818 Whitehorse Road, Kew, Box Hill, VIC, 3128, Australia",,,,
,,Australian International Student Office (AISO),,,,,,201 CARRERA 9 CALL 59,Bogota,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/3621,"Carrera 9 #59-12 Ofc 201, edificio Carmenza, Chapinero Centro, 201 CARRERA 9 CALL 59, Bogota, DC, Colombia",,,,
,,Australian International Student Office (AISO),,,,,,Cll. Gralla 28 C?digo Postal 08480 L' Ametlla Del Vall,,Spain,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/3624,"Cll. Gralla 28 C?digo Postal 08480 L' Ametlla Del Vall, Barcelona, , Spain",,,,
,,Lynden Global Education,,,,,,Kunming,Yunnan,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38814,"Lynden Global Education, 2A, Building 13, Jinyu Lanwan, 77 Hongyu Road, Wuhua District, Kunming, Yunnan, 650224, China",,,,
,,Aone International Education Consultancy,,,,,,Taipei City,Fu-chien,Taiwan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/34420,"Floor 4-1, No.6 Guanqian Road, Zhongzheng Dist, Taipei City, Fu-chien, 100, Taiwan",,,,
,,Sable International Study Abroad,,,,,,Kenilworth,Western Cape,South Africa,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38271,"Ground Floor, Block B1, Regent Square, 41 Doncaster Road, Jacobs Bay, Kenilworth, Western Cape, 7708, South Africa",,,,
,,IQ Education and Visa Services,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38283,"Level 19, 180 Lonsdale Street, Melbourne, Victoria, 3000, Australia",,,,
,,Synopsis Education Consultancy,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38262,"Suite 6, Level 3, 410 Church Street (Entry via Ross Street), Parramatta, Sydney, New South Wales, 2150, Australia",,,,
,,iVisa Point,,,,,,Blacktown,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/13963,"Level 2, Suite 2, 24 Patrick Street, Blacktown, New South Wales, 2144, Australia",,,,
,,49046 MI Education,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37069,"Suite 2, Levevl 3 533-539 Kent St, Sydney, New South Wales, 2000, Australia",,,,
,,Perfect Education Consultancy Pvt Ltd,,,,,,Kathmandu,Bagmati,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/6652,"Level 2, Bagbazar, Opposite NCC Bank, Kathmandu, Bagmati, 00977, Nepal",,,,
,,Latino Australia Education (LAE) – Perth,,,,,,Perth,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36444,"Level 1, 198, 471 Hay Street, Perth, Western Australia, 6000, Australia",,,,
,,McFarlane Migration Services,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38810,"Corporate House, Lobby 1, Level 2, 76 Skyring Terrace, Newstead, Brisbane, Queensland, 4006, Australia",,,,
,,Sana Education Visa Services,,,,,,Algester,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39679,"40 Yorrell Street, Algester, Queensland, 4115, Australia",,,,
,,Boomerang International Educational Services,,,,,,Adelaide,SA,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/5572,"Grenfell Street, Adelaide, SA, 5000, Australia",,,,
,,Edu-Action,,,,,,16 Afrosiyob Angel's Food Building 3rd floor,Tashkent,Uzbekistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/11081,"16 Afrosiyob Angel's Food Building 3rd floor, Tashkent, 100015, Uzbekistan",,,,
,,OZTREKK-Ontario,,,,,,Perth,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/2870,"1 Sherbrooke Street East Suite 301, Perth, Ontario, K7H 1A1, Canada",,,,
,,Storm Group,,,,,,Hyderabad,Telangana,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/19480,"#201, PKR House Opp: Castrol Zone, Road # 1 KPHB Colony, - -, Kukatpally, Hyderabad, Telangana, -500072, India",,,,
,,Mainichi Education Inc,,,,,,Chiyoda,Tokyo,Japan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/22610,"Palaceside Bldg 2F 1-1-1, Chiyoda, Tokyo, 100-0003, Japan",,,,
,,Mahinder Kumar Sharma,,,,,,Lyndhurst,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39649,"House, 10 Biscay Grove, Lyndhurst, Victoria, 3975, Australia",,,,
,,FrancAustralia Education,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/182,"Level 4, Suite 403, 180 Queen Street, Brisbane, Queensland, 4000, Australia",,,,
,,Hyderabad Overseas Consultants,,,,,,Hyderabad,Telangana,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38206,"#201, Diamond House Beside MAA TV Office, Punjagutta, Hyderabad, Telangana, 500082, India",,,,
,,CAAN World Consultants,,,,,,Jalandhar,Punjab,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7174,"204, II Floor, AGI Business Centre, Nr Bus Stand, Jalandhar, Punjab, 144001, India",,,,
