first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,email_source
,,Amkar Real Estate,Real Estate Agency,info@amkarrealestate.com.au,,,amkarrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/amkar-real-estate-ar787/sales/overview,pattern-guess
,,Capital One Real Estate,Real Estate Agency,,,,,Gorokan,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/capital-one-real-estate-gorokan-ab968/sales/overview,
,,Sai Real Estate Group,Real Estate Agency,info@sairealestate.com,,,sairealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/sai-real-estate-group-ba608/sales/overview,pattern-guess
,,Ray White Rural,Real Estate Agency,info@raywhiterural.com.au,,,raywhiterural.com.au,Gloucester,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-rural-gloucester-az787/sales/overview,pattern-guess
,,Local Property 4,Real Estate Agency,,,,,Sale,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/local-property-4-sale-ai416/sales/overview,
,,Donovan Estate Agents,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/donovan-estate-agents-ad613/sales/overview,
,,No Nonsense Realty,Real Estate Agency,info@nononsenserealty.com.au,,,nononsenserealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/no-nonsense-realty-bb074/sales/overview,pattern-guess
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Jindabyne,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-jindabyne-am399/sales/overview,pattern-guess
,,De Clara Property,Real Estate Agency,info@declaraproperty.com.au,,,declaraproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/de-clara-property-av145/sales/overview,pattern-guess
,,Barry Plant Northcote,Real Estate Agency,,,,,Preston,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/barry-plant-northcote-preston-bd581/sales/overview,
,,Laing Simmons,Real Estate Agency,info@laingsimmons.com.au,,,laingsimmons.com.au,Granville,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/laing-simmons-granville-ah479/sales/overview,pattern-guess
,,Ray White Geaney Property Group,Real Estate Agency,,,,,Douglas,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-geaney-property-group-douglas-am247/sales/overview,
,,Stockdale Leggo,Real Estate Agency,info@stockdaleleggo.com.au,,,stockdaleleggo.com.au,San Remo,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/stockdale-leggo-san-remo-bd833/sales/overview,pattern-guess
,,One Agency Live Well Property Group,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/one-agency-live-well-property-group-bc171/sales/overview,
,,Q Place Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/q-place-real-estate-bl075/sales/overview,
,,Nutrien Harcourts Gdl,Real Estate Agency,,,,,Darwin,NT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nutrien-harcourts-gdl-darwin-bi502/sales/overview,
,,Nice Homes Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nice-homes-real-estate-bc364/sales/overview,
,,Tringas Property Group,Real Estate Agency,info@tringaspropertygroup.com.au,,,tringaspropertygroup.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/tringas-property-group-ap231/sales/overview,pattern-guess
,,Vega Property Emporium,Real Estate Agency,info@vegapropertyemporium.com.au,,,vegapropertyemporium.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/vega-property-emporium-ba727/sales/overview,pattern-guess
,,Chantal Hooper Associates,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/chantal-hooper-associates-at923/sales/overview,
,,Wollombi Real Estate,Real Estate Agency,info@wollombirealestate.com.au,,,wollombirealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/wollombi-real-estate-ap864/sales/overview,pattern-guess
,,Lj Hooker Property Plus,Real Estate Agency,info@ljhookerpropertyplus.com,,,ljhookerpropertyplus.com,Mareeba,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-property-plus-mareeba-bj772/sales/overview,pattern-guess
,,Jenny Mcevoy Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/jenny-mcevoy-real-estate-av386/sales/overview,
,,All Coast Real Estate,Real Estate Agency,info@allcoastrealestate.com,,,allcoastrealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/all-coast-real-estate-aa368/sales/overview,pattern-guess
,,Lenddi Metro Realty,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lenddi-metro-realty-ax228/sales/overview,
,,Apple Property,Real Estate Agency,info@appleproperty.com.au,,,appleproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/apple-property-av757/sales/overview,pattern-guess
,,Wellington Barber Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/wellington-barber-real-estate-aq279/sales/overview,
,,Nutrien Harcourts Charters Towers,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nutrien-harcourts-charters-towers-au355/sales/overview,
,,Sunshine Estate Agents,Real Estate Agency,info@sunshineestateagents.com.au,,,sunshineestateagents.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/sunshine-estate-agents-as846/sales/overview,pattern-guess
,,Adams Jones Property Specialists,Real Estate Agency,,,,,Sunshine Coast,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/adams-jones-property-specialists-sunshine-coast-at868/sales/overview,
,,Zain Real Estate,Real Estate Agency,info@zainrealestate.com,,,zainrealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/zain-real-estate-az463/sales/overview,pattern-guess
,,Sarroff Sarroff Sarroff Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/sarroff-sarroff-sarroff-real-estate-an888/sales/overview,
,,Abc Property Sales,Real Estate Agency,info@abcpropertysales.com.au,,,abcpropertysales.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/abc-property-sales-av329/sales/overview,pattern-guess
,,Davin Real Estate,Real Estate Agency,info@davinrealestate.com.au,,,davinrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/davin-real-estate-at834/sales/overview,pattern-guess
,,Dolphin Realty,Real Estate Agency,info@dolphinrealty.com.au,,,dolphinrealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/dolphin-realty-bd244/sales/overview,pattern-guess
,,Nutrien Harcourts,Real Estate Agency,info@nutrienharcourts.com.au,,,nutrienharcourts.com.au,Tamworth,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nutrien-harcourts-tamworth-ah614/sales/overview,pattern-guess
,,Kims Realty Pty Ltd,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/kims-realty-pty-ltd-ah206/sales/overview,
,,Nutrien Harcourts,Real Estate Agency,info@nutrienharcourts.com.au,,,nutrienharcourts.com.au,Nyngan,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nutrien-harcourts-nyngan-be054/sales/overview,pattern-guess
,,Area Specialist Paul Franks,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/area-specialist-paul-franks-au549/sales/overview,
,,Elite Living Real Estate,Real Estate Agency,info@elitelivingrealestate.com.au,,,elitelivingrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/elite-living-real-estate-bj466/sales/overview,pattern-guess
,,Shaw Real Estate,Real Estate Agency,info@shawrealestate.com,,,shawrealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/shaw-real-estate-au898/sales/overview,pattern-guess
,,Cy Real Estate,Real Estate Agency,info@cyrealestate.com,,,cyrealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/cy-real-estate-bg038/sales/overview,pattern-guess
,,Burns Burns Real Estate Eview Group Proud Member,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/burns-burns-real-estate-eview-group-proud-member-ab783/sales/overview,
,,One Agency Property Division,Real Estate Agency,info@oneagencypropertydivision.com.au,,,oneagencypropertydivision.com.au,Corrimal,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/one-agency-property-division-corrimal-ar835/sales/overview,pattern-guess
,,Bignoux Property Group,Real Estate Agency,info@bignouxpropertygroup.com,,,bignouxpropertygroup.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/bignoux-property-group-bk253/sales/overview,pattern-guess
,,Duffy Real Estate,Real Estate Agency,info@duffyrealestate.com.au,,,duffyrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/duffy-real-estate-at593/sales/overview,pattern-guess
,,Rich Oliva Inner West,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/rich-oliva-inner-west-bi299/sales/overview,
,,Netrent Properties,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/netrent-properties-be740/sales/overview,
,,Qpsr Realty,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/qpsr-realty-al587/sales/overview,
,,Knott Agency,Real Estate Agency,info@knottagency.com.au,,,knottagency.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/knott-agency-bj704/sales/overview,pattern-guess
,,Husli Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/husli-real-estate-aq889/sales/overview,
,,Re Max Living Woodford,Real Estate Agency,,,,,Kilcoy,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/re-max-living-woodford-kilcoy-bc710/sales/overview,
,,Nutrien Harcourts,Real Estate Agency,info@nutrienharcourts.com.au,,,nutrienharcourts.com.au,Cooma,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nutrien-harcourts-cooma-ar087/sales/overview,pattern-guess
,,Kellie Barridge Properties,Real Estate Agency,info@kelliebarridgeproperties.com,,,kelliebarridgeproperties.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/kellie-barridge-properties-bk617/sales/overview,pattern-guess
,,Tcb Realty,Real Estate Agency,info@tcbrealty.com.au,,,tcbrealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/tcb-realty-bk693/sales/overview,pattern-guess
,,Edge Tatijana Stevanovic,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/edge-tatijana-stevanovic-be843/sales/overview,
,,Cote Nord Property,Real Estate Agency,info@cotenordproperty.com.au,,,cotenordproperty.com.au,Port Douglas,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/cote-nord-property-port-douglas-ad147/sales/overview,pattern-guess
,,Luton Properties,Real Estate Agency,info@lutonproperties.com,,,lutonproperties.com,Belconnen,ACT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/luton-properties-belconnen-ai505/sales/overview,pattern-guess
,,H1 Real Estate,Real Estate Agency,info@h1realestate.com.au,,,h1realestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/h1-real-estate-as276/sales/overview,pattern-guess
,,George Real Estate,Real Estate Agency,info@georgerealestate.com.au,,,georgerealestate.com.au,,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/george-real-estate-qld-bd605/sales/overview,pattern-guess
,,Nutrien Harcourts Bourke,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nutrien-harcourts-bourke-ah590/sales/overview,
,,Mc Property Plus,Real Estate Agency,info@mcpropertyplus.com.au,,,mcpropertyplus.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mc-property-plus-bk782/sales/overview,pattern-guess
,,Nest Estate Agents,Real Estate Agency,info@nestestateagents.com.au,,,nestestateagents.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nest-estate-agents-bk403/sales/overview,pattern-guess
,,Smart Home Vision,Real Estate Agency,info@smarthomevision.com.au,,,smarthomevision.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/smart-home-vision-ao168/sales/overview,pattern-guess
,,Yamba Realty Group,Real Estate Agency,,,,,Gympie,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/yamba-realty-group-gympie-bc590/sales/overview,
,,Adelaide Property Brokers,Real Estate Agency,info@adelaidepropertybrokers.com.au,,,adelaidepropertybrokers.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/adelaide-property-brokers-at150/sales/overview,pattern-guess
,,Barra Realty,Real Estate Agency,info@barrarealty.com.au,,,barrarealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/barra-realty-bi616/sales/overview,pattern-guess
,,Robina Village Real Estate,Real Estate Agency,info@robinavillagerealestate.com.au,,,robinavillagerealestate.com.au,Robina,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/robina-village-real-estate-robina-an594/sales/overview,pattern-guess
,,Tasmanian Business And Property Sales,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/tasmanian-business-and-property-sales-ay890/sales/overview,
,,Christou Co,Real Estate Agency,info@christou.com.au,,,christou.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/christou-co-ac735/sales/overview,pattern-guess
,,Kratzmann Real Estate,Real Estate Agency,,,,,Hervey Bay,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/kratzmann-real-estate-hervey-bay-an247/sales/overview,
,,Ellen Ford Properties,Real Estate Agency,info@ellenfordproperties.com.au,,,ellenfordproperties.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ellen-ford-properties-bd517/sales/overview,pattern-guess
,,Alive Realty,Real Estate Agency,info@aliverealty.com.au,,,aliverealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/alive-realty-at405/sales/overview,pattern-guess
,,Top Agents,Real Estate Agency,info@topagents.com.au,,,topagents.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/top-agents-ad368/sales/overview,pattern-guess
,,Mark Oshea Realty,Real Estate Agency,info@markoshearealty.com.au,,,markoshearealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mark-oshea-realty-at484/sales/overview,pattern-guess
,,Yes Property Agents,Real Estate Agency,info@yespropertyagents.com.au,,,yespropertyagents.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/yes-property-agents-ax120/sales/overview,pattern-guess
,,Bentons Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/bentons-real-estate-ab282/sales/overview,
,,Orana Property Management,Real Estate Agency,info@oranapropertymanagement.com,,,oranapropertymanagement.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/orana-property-management-bd174/sales/overview,pattern-guess
,,Current Real Estate,Real Estate Agency,info@currentrealestate.com.au,,,currentrealestate.com.au,Burpengary,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/current-real-estate-burpengary-am194/sales/overview,pattern-guess
,,Property Square Realty,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/property-square-realty-al498/sales/overview,
,,Burgess Rawson,Real Estate Agency,info@burgessrawson.com.au,,,burgessrawson.com.au,Canberra,ACT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/burgess-rawson-canberra-bb956/sales/overview,pattern-guess
,,Krulis Residential,Real Estate Agency,info@krulisresidential.com.au,,,krulisresidential.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/krulis-residential-ah471/sales/overview,pattern-guess
,,Ar Reid Property Group,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ar-reid-property-group-az715/sales/overview,
,,Adastra Homes,Real Estate Agency,info@adastrahomes.com,,,adastrahomes.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/adastra-homes-as282/sales/overview,pattern-guess
,,Inform Property Group,Real Estate Agency,info@informproperty.com.au,,,informproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/inform-property-group-bj195/sales/overview,pattern-guess
,,Stella Property,Real Estate Agency,info@stellaproperty.com,,,stellaproperty.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/stella-property-ao420/sales/overview,pattern-guess
,,Cocco,Real Estate Agency,info@cocco.com.au,,,cocco.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/cocco-ba904/sales/overview,pattern-guess
,,Johansson Co,Real Estate Agency,info@johansson.com.au,,,johansson.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/johansson-co-bk638/sales/overview,pattern-guess
,,Brenley Property Group,Real Estate Agency,info@brenleyproperty.com,,,brenleyproperty.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/brenley-property-group-ab630/sales/overview,pattern-guess
,,Able Real Estate,Real Estate Agency,info@ablerealestate.com,,,ablerealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/able-real-estate-bk028/sales/overview,pattern-guess
,,Roberts Real Estate,Real Estate Agency,info@robertsrealestate.com.au,,,robertsrealestate.com.au,Sheffield,TAS,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/roberts-real-estate-sheffield-an573/sales/overview,pattern-guess
,,Ads Realty,Real Estate Agency,info@adsrealty.com.au,,,adsrealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ads-realty-ax266/sales/overview,pattern-guess
,,Obrien Real Estate,Real Estate Agency,info@obrienrealestate.com.au,,,obrienrealestate.com.au,Brighton,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/obrien-real-estate-brighton-av537/sales/overview,pattern-guess
,,Stone Real Estate,Real Estate Agency,info@stonerealestate.com.au,,,stonerealestate.com.au,Gymea,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/stone-real-estate-gymea-aq197/sales/overview,pattern-guess
,,Ngu Real Estate,Real Estate Agency,info@ngurealestate.com.au,,,ngurealestate.com.au,Booval,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ngu-real-estate-booval-bl088/sales/overview,pattern-guess
,,Nutrien Harcourts,Real Estate Agency,info@nutrienharcourts.com.au,,,nutrienharcourts.com.au,Tumby Bay,SA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nutrien-harcourts-tumby-bay-be162/sales/overview,pattern-guess
,,Hodges,Real Estate Agency,info@hodges.com.au,,,hodges.com.au,Cranbourne,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/hodges-cranbourne-ag173/sales/overview,pattern-guess
,,Laing And Co Estate Agents,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/laing-and-co-estate-agents-am302/sales/overview,
,,Professionals Shell Coast,Real Estate Agency,info@professionalsshellcoast.com.au,,,professionalsshellcoast.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/professionals-shell-coast-au375/sales/overview,pattern-guess
,,T S Residential,Real Estate Agency,info@tsresidential.com.au,,,tsresidential.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/t-s-residential-bh890/sales/overview,pattern-guess
,,Macartney Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/macartney-real-estate-ar081/sales/overview,
,,Lyn Hughes Property,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lyn-hughes-property-au104/sales/overview,
,,Professionals Freedom Realty,Real Estate Agency,,,,,Upper Coomera,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/professionals-freedom-realty-upper-coomera-al157/sales/overview,
,,Harcourts,Real Estate Agency,info@harcourts.com.au,,,harcourts.com.au,Frankston,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-frankston-av380/sales/overview,pattern-guess
,,Domain Real Estate,Real Estate Agency,info@domainrealestate.com,,,domainrealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/domain-real-estate-av366/sales/overview,pattern-guess
,,Select Noosa Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/select-noosa-real-estate-an983/sales/overview,
,,Tropical Real Estate,Real Estate Agency,info@tropicalrealestate.com.au,,,tropicalrealestate.com.au,,NT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/tropical-real-estate-nt-bh731/sales/overview,pattern-guess
,,Luxe Co Estate Agents,Real Estate Agency,info@luxeestateagents.com.au,,,luxeestateagents.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/luxe-co-estate-agents-az327/sales/overview,pattern-guess
,,Harcourts,Real Estate Agency,info@harcourts.com.au,,,harcourts.com.au,Broadwater,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-broadwater-ad332/sales/overview,pattern-guess
,,Harcourts,Real Estate Agency,info@harcourts.com.au,,,harcourts.com.au,Coffs Harbour,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-coffs-harbour-at948/sales/overview,pattern-guess
,,Belle Property,Real Estate Agency,info@belleproperty.com.au,,,belleproperty.com.au,Buderim,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/belle-property-buderim-bk439/sales/overview,pattern-guess
,,Bond Estate Agents,Real Estate Agency,info@bondestateagents.com.au,,,bondestateagents.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/bond-estate-agents-bc797/sales/overview,pattern-guess
,,Belinda Cassano Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/belinda-cassano-real-estate-bl025/sales/overview,
,,Leaders Real Estate Group,Real Estate Agency,info@leadersrealestate.com.au,,,leadersrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/leaders-real-estate-group-ah699/sales/overview,pattern-guess
,,Forde Property,Real Estate Agency,info@fordeproperty.com.au,,,fordeproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/forde-property-ae855/sales/overview,pattern-guess
,,Nyp Real Estate,Real Estate Agency,info@nyprealestate.com,,,nyprealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nyp-real-estate-az834/sales/overview,pattern-guess
,,Brown Murray,Real Estate Agency,info@brownmurray.com.au,,,brownmurray.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/brown-murray-ab726/sales/overview,pattern-guess
,,Raine Horne Rockingham Beach,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/raine-horne-rockingham-beach-al914/sales/overview,
,,Billies Prestige Selection,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/billies-prestige-selection-ab396/sales/overview,
,,First National Real Estate Framptons,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/first-national-real-estate-framptons-ar189/sales/overview,
,,Sonter Agency,Real Estate Agency,info@sonteragency.com.au,,,sonteragency.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/sonter-agency-au383/sales/overview,pattern-guess
,,Baksa Property Group,Real Estate Agency,info@baksaproperty.com,,,baksaproperty.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/baksa-property-group-bj205/sales/overview,pattern-guess
,,Greville Pabst Real Estate Pty Ltd,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/greville-pabst-real-estate-pty-ltd-bb906/sales/overview,
,,Cnk Real Estate Pty Ltd,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/cnk-real-estate-pty-ltd-ba761/sales/overview,
,,Eddy Sarroff Realty,Real Estate Agency,info@eddysarroffrealty.com.au,,,eddysarroffrealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/eddy-sarroff-realty-ad785/sales/overview,pattern-guess
,,Aushome Group Pty Ltd,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/aushome-group-pty-ltd-bc613/sales/overview,
,,Property Care Rental And Sales,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/property-care-rental-and-sales-at749/sales/overview,
,,The Agency Projects,Real Estate Agency,info@theagencyprojects.com.au,,,theagencyprojects.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/the-agency-projects-au118/sales/overview,pattern-guess
,,Aligned Real Estate,Real Estate Agency,info@alignedrealestate.com.au,,,alignedrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/aligned-real-estate-bf370/sales/overview,pattern-guess
