first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,licence_number,licence_type
Simranjot,Kaur,Elite Visas,,,,,,Papakura,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300388,202300388,
Sina,Lome,Immigration Live,,,,,,Palmerston North,Manawatū-Whanganui,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700650,201700650,
Sina,Sarkarati,Delta Immigration,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502245,201502245,
Sinuo,Meng,,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400239,202400239,
Siqi,Chen,Working International Visas Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201801080,201801080,
Sirous,Ahmadi,cyrus consulting services (t/a Visayab),,,,,,Parramatta,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200092,201200092,
Siyi,Wang,Siyi Wang,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901154,201901154,
Siying,Han,Te Whatu Ora,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700845,201700845,
Siying,Long,PricewaterhouseCoopers,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901237,201901237,
Siyu,Chen,Fairsquare International (NZ) Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507500,202507500,
Sohaan,Singh Rangra,VISACONNECT IMMIGRATION SERVICE LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200979,201200979,
Sohyun,Joo,JK Immigration and Education Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100412,202100412,
Sompatson,Chantong,"Beyond Boundary Migration Solutions Co., Ltd.",,,,,,Patumthani,Patumthani,TH,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901013,201901013,
Song,Thi Victorino Medeiros,Connect NZ Migration Limited - t/a CNZ Migration,,,,,,Ohaupo,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000096,201000096,
Sonia,Arora,Sonia Arora,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201002439,201002439,
Sonika,Kailey,Achievers Education Consultancy Ltd T/A Angel Immigration Services,,,,,,AUCKLAND,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507432,202507432,
Soon,Hoe Lim,Soon Lim Immigration Adviser,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400840,201400840,
Sophia,Turner,NZ TCI Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201201051,201201051,
Sophie,Xi Wang,SW ANZVISA Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200643,201200643,
Spela,Gorjanc-Sabharwal,Visa Matters Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503701,202503701,
Stanley,Chan,Stanley Immigration and Law,,,,,,Chatswood,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501524,201501524,
Stanley,Yan,E1 Legal Proprietary Limited,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000446,201000446,
Stephanie,Feret,FENIX VISA AND IMMIGRATION CONSULTING INC,,,,,,MAKATI CITY,METRO MANILA,PH,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700294,201700294,
Stephen,Benedict McNulty,Migrate New Zealand Limited,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800102,200800102,
Stephen,Bird,Bird Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200436,201200436,
Stephen,Charles Haigh,New Zealand Immigration Partners (Auckland) Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800384,200800384,
Stephen,Louis Baker,Advisa Immigration Services Ltd,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201801044,201801044,
Stephen,Robert Norrie,Visa Feliz Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201503581,201503581,
Steven,Dunning,Greenstone Immigration Ltd,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600793,201600793,
Steven,Gareth Jones,Blue Sun Immigration,,,,,,Timaru,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000495,202000495,
Steven,Westwood,Informed Insights Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401428,202401428,
Stuart,Scrimgeour,Immigreat Consultants Limited,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100671,202100671,
Sudaporn,Kanjanawattana,SK Immigration Consultant Ltd.,,,,,,Whangarei,Northland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401236,201401236,
Sujit,Kumar Singh,Sharva Migration & Education Services Limited.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501010,201501010,
Sukhjinder,Singh,Swift Migration & HR Solutions Limited,,,,,,Hastings,Hawke's Bay,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300260,202300260,
Sukhpal,Kaur Sukhpal Kaur,Core Immigration Services,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400794,202400794,
Sukhpreet,Kaur,Zenith Immigration Solutions Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700220,201700220,
Sukhpreet,Kaur,professional visa solutions,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505328,202505328,
Suman,Passi,Veracity Immigration Specialists,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300061,201300061,
Sun,Mi Hislop,HISLOP MIGRATION SERVICES PTY LTD,,,,,,Wooloowin,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506918,202506918,
Sung,Ho Jung,Gate 2 NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800800,200800800,
Sung,Sung Catherine Lo,Logimax Immigration Limited,,,,,,Porirua,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100875,201100875,
Sunil,Kumar Jaggi,Auscan Consultants (India) Limited,,,,,,Chandigarh,Union Territory,IN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902180,200902180,
Sunny,Doda,Success Solutions NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600095,201600095,
Sunny,Soni,Newland Chase Pty Ltd,,,,,,St Kilda,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506682,202506682,
Supanjot,Singh,Lionz Immigrations and Education Services NZ Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401182,201401182,
Suraj,Sapkota,,,,,,,AUCKLAND,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200611,202200611,
Suranga,Prasad Sisirathunga Herath Pathiranage,Aussie Connect Migration Services,,,,,,MOOROOLBARK,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600617,202600617,
Surinder,Pal Singh,Globify Migration Limited T/A Globify Migration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300885,202300885,
Surjeet,Singh,Spark Immigration Services Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601611,201601611,
Surya,Pokhrel,Expert Education and Visa Services Clayton,,,,,,Clayton,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202501895,202501895,
Susan,Abraham Nedumamkuzhyiel,ZEALAND IMMIGRATION LIMITED,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701342,201701342,
Susan,Mary Smith,Staff Solutions Limited,,,,,,Whakatane,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300902,201300902,
Susie,Zhang,Fortitude Partners,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501748,201501748,
Suyang,Dai,DreamMaker Education,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800346,201800346,
Suyuan,Liu,LSY and Company Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600570,201600570,
Svetlana,Zadorozhnaya,New Zealand Immigration Consultants,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200689,201200689,
Swee,Hong Ang,Global Migration Solutions Sdn Bhd,,,,,,338 Jalan Tun Razak,Kuala Lumpur,MY,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201201134,201201134,
Syed,Baquer Mohiuddin,Complete Migration Services (Int),,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200519,201200519,
THI,KIM ANH NGUYEN,KTN MIGRATION PTY LTD,,,,,,EIGHT MILE PLAINS,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600635,202600635,
THUY,Thi HOANG,AUSTRALIA PATHWAY CONSULTING,,,,,,MELBOURNE,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506207,202506207,
Tae-Soo,Min,Ernst & Young Services Pty Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100349,201100349,
Tak,Nang Yuen,Thinkeroo Professional Services,,,,,,Darwin,Northern Territory,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500478,202500478,
Takahiro,Nakata,TK Global Network LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600149,201600149,
Takamasa,Martin Greene,Silver Fern Farms Ltd,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507961,202507961,
Tam,Thien Thi Le,University of Otago,,,,,,Dunedin,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202501919,202501919,
Tamara,Jankovic,Future New Zealand Immigration Ltd,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900829,201900829,
Tamires,Lacerda de Oliveira,Tamires Lacerda de Oliveira Trading as NZ Visa Specialists 2025,,,,,,Richmond,Tasman,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500148,202500148,
Tan,Kiet Do,Bright Star Migration Group,,,,,,Jordan Springs,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600168,202600168,
Tanuva,Bose,Immigration Advisers New Zealand Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202001075,202001075,
Tanvi,Kshitij Pande,Working International Visas Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200324,201200324,
Tao,Luo,Express Immigration (NZ) Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800450,200800450,
Tariq,Faqir Mohammad Ashraf,New Zealand Link Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401093,201401093,
Tarun,Arora,StudyPlus Consultants Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700176,201700176,
Tat,Ming Tsui,Mountainside Lutheran Church,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400700,201400700,
Tatiana,Elvery,Aspiring Immigration,,,,,,Wanaka,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202101015,202101015,
Tau,Aroha Erica Taana,Aroha Taana,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800234,201800234,
Te,Li,Kiwi Express Consulting Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100777,202100777,
Te-Chuan,Chang,Tezoll Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902441,200902441,
Tejinder,Kaur,Kaur Migrations,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202001081,202001081,
Teng,Li,NZ ASIA Exchange Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601427,201601427,
Teresa,Ann Suying Liu,Fragomen Global LLP,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900634,201900634,
Thang,Quoc TRAN,TQT Lawyers Pty Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504336,202504336,
Tharanga,Sajeewani Gunasena Ranpati Devayalage,Visa Care New Zealand Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500565,201500565,
Thi,Anh Thu Luu,818 Migrate Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506811,202506811,
Thi,Bich Duyen Tran,V Global Consultancy Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505255,202505255,
Thi,Hien Nguyen,Be Visa Limited,,,,,,Kumeu,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400044,202400044,
Thi,Ngoc Han Huynh,V Education Pty Ltd,,,,,,BRISBANE CITY,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202502629,202502629,
Thi,Phuong Nga Hua,Davies Migration,,,,,,Fairfield,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507225,202507225,
Thitiwarada,Jongjuaklang,Write Future Education and Immigration Consultancy,,,,,,Mangere Bridge,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500295,202500295,
Thushari,Sajeewani Kannangara,WEALTH GLOBAL MIGRATION PTY LTD trading as Wealth Australia Migration,,,,,,Blair Athol,South Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502765,201502765,
Tian,Jiang,"Lizhu (Beijing) Education Consulting Co.,Ltd",,,,,,Beijing,Beijing,CN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600332,202600332,
Tian,Li,The New Continent Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201503470,201503470,
Tian,Su,Cloud International Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200137,202200137,
Tianyi,Hou,International Service Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504279,202504279,
Tianyu,Xu,New Zealand Migration Agency,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100139,202100139,
Tien,Viet Nguyen,DOLPHIN IMMIGRATION LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200150,202200150,
Tiffany,Lisa WAI-Fung Chan,Newland Chase,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000012,202000012,
Tigate,Nitikunartorn,NZ Immigration and Education Services Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202301011,202301011,
Tika,Ram,Tika Ram Immigration Consultants,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800763,200800763,
Timothy,Paul Rixon,NZ Immig Visa Solutions t/a NZImmigration.net,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601605,201601605,
Timothy,Richard Howard,Pathways to New Zealand Limited,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500588,201500588,
Tina,Clarke,Top Courage Int.Consulting & Mgmt,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502185,201502185,
Ting,Cao,HY IMMIGRATION & INVESTMENT LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400038,202400038,
Ting,Wang,Express Immigration (NZ) Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700970,201700970,
Tobias,Mark Tohill,UVISA Immigration Specialists Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601002,201601002,
Tolga,Yilmaz,Ausphin Consultancy,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400386,202400386,
Tony,Su Xiong,Vinton Specialist Pty Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601290,201601290,
Tonya,Trinh-Nguyen,The Trustee for JEM Australia Family Trust,,,,,,St Albans,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506441,202506441,
Trazon,Jr Viader Lu,Eagle Recruitment NZ,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400455,201400455,
Trent,John Young,New Era Consulting Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300517,201300517,
Tripta,Tripta,South Pac Immigration Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401271,201401271,
Troy,Joel Andres,Gilton Valeo Lawyers,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900522,201900522,
Tuan,Anh Le Nguyen,NZ Migration Limited,,,,,,AUCKLAND,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400908,202400908,
Tufui,Kama,Tafengamonu Consultancy Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100616,201100616,
Tulika,Mehra,TMI services,,,,,,Delhi,Delhi,IN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900982,201900982,
Tung,Xuan Tran,VNZ MIGRATION AND EDUCATION LIMITED,,,,,,North Shore,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401240,202401240,
Tyrone,Pacyado Pilacan,HRC IMMIGRATION AND EDUCATION SERVICES LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300167,201300167,
Udbhav,Uniyal,Global Education Services Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400389,201400389,
Ujjwal,Gobind Bharani,Redwood Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500183,202500183,
Uma,Sundari Samarasan,RecruitMate,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400162,202400162,
Umanga,Nadisha Oberoi,Obco Migration and Educational Consultants,,,,,,JALANDHAR,PUNJAB,IN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902547,200902547,
Usanthini,Sasikumar,EverVisa,,,,,,Lower Hutt,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500527,202500527,
VINH,QUANG DANG,Khai Phu Investments and Migration,,,,,,DISTRICT 1,HO CHI MINH CITY,VN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503163,202503163,
Valerie,Hirsch,Immigration Chambers,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900918,201900918,
Van,Huong Bui,V Global Consultancy Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400848,202400848,
Vanak,Kit,Neazor Brady & Partners Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900947,201900947,
Vandana,Rai,Immigration Advisers New Zealand Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400900,201400900,
Vanessa,Mabel Kwong-Syse,,,,,,,Mogale City,Gauteng,ZA,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900090,201900090,
Vanessa,Marie Godbaz,JOBCORP NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900114,201900114,
Vanessa,Sharratt,Greenstone Immigration Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800527,200800527,
Vaninder,Bassan,New Start NZ Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200376,201200376,
Vanita,Hurbuns,A2NZ Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201503552,201503552,
Varinder,Kaur,Arch Migration Pty Ltd,,,,,,South Yarra,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600372,202600372,
Vasuda,Prakash Jogia,Blue Ocean Migration,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500570,202500570,
Vellore,Somasekhar Kavalam Purushottam Kamial Unni Pillai,Grey Cells Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300718,201300718,
Vera,George,VisaLegal Limited,,,,,,Waikato,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100760,202100760,
