first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,fax,street_address,zip,services,languages
,,Tennessee Immigrant and Refugee Rights Coalition,Immigration Legal Services,,615-212-9215,http://www.tnimmigrant.org,tnimmigrant.org,Nashville,TN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.547722-Tennessee_Immigrant_and_Refugee_Rights_Coalition,,3310 Ezell Road,37211,,
,,Tennessee Justice For Our Neighbors,Immigration Legal Services,,(615) 538-7481,http://tnjfon.org,tnjfon.org,Nashville,TN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393309-Tennessee_Justice_For_Our_Neighbors,,2195 Nolensville Pike,37211,,
,,YWCA Immigrant Women's Services,Immigration Legal Services,,(901) 458-2550,http://www.memphisywca.org/iws-espanol,memphisywca.org,Memphis,TN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393303-YWCA_Immigrant_Womens_Services,(901) 458-2555,766 S. Highland Street,38111,,
,,Bilingual International Assistant Services (St. Louis Office),Immigration Legal Services,,(314) 645-7800,http://bilingualstl.org,bilingualstl.org,St. Louis,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393049-Bilingual_International_Assistant_Services_St_Louis_Office,(314) 645-7802,"1329 Macklind Ave, Suite 200",63110,,
,,Catholic Charities of Central and Northern Missouri - Family Immigration Services,Immigration Legal Services,,(573) 635-7719,http://www.cccnmo.org,cccnmo.org,Jefferson City,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393054-Catholic_Charities_of_Central_and_Northern_Missouri_Family_Immigration_Ser,,1015 Edmonds Street,65109,,
,,Hand In Hand Multicultural Center,Immigration Legal Services,,(417) 865-4673,http://www.hihmc.org,hihmc.org,Springfield,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.709905-Hand_In_Hand_Multicultural_Center,(417) 865-4677,1436 W Hovey,65802,,
,,Immigrant Connection - North County,Immigration Legal Services,,(314) 635-8034,https://www.fergusonchurch.org/immigrant-connection-north-county.html,fergusonchurch.org,Ferguson,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.813823-Immigrant_Connection_North_County,,1309 N. Elizabeth Avenue,63135,,
,,Immigration Professionals,Immigration Legal Services,,(816) 221-2277,http://www.immigrationprofessionals.us,immigrationprofessionals.us,Kansas City,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.504473-Immigration_Professionals,(816) 221-2277,"5545, Suite 15 B",64118,,
,,International Institute of St. Louis,Immigration Legal Services,,(314) 773-9090  115,http://www.iistl.org,iistl.org,St. Louis,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393740-International_Institute_of_St_Louis,,3401 Arsenal Street,63118,,
,,InterServ - Immigrant Services Program,Immigration Legal Services,,(816) 232-7779  228,http://www.inter-serv.org/immigrant_services.htm,inter-serv.org,St. Joseph,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393050-InterServ_Immigrant_Services_Program,(816) 232-7029,1412 N. 3rd Street,64505,,
,,Jewish Vocational Service,Immigration Legal Services,,(816) 471-2808,http://www.jvskc.org,jvskc.org,Kansas City,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.593838-Jewish_Vocational_Service,,4600 The Paseo,64105,,
,,Legal Aid of Western Missouri (Kansas City Central Office),Immigration Legal Services,,8164746750,http://www.lawmo.org,lawmo.org,Kansas City,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393055-Legal_Aid_of_Western_Missouri_Kansas_City_Central_Office,(816) 474-7575,"4001 Dr. Martin Luther King Jr. Blvd., Suite 300",64130,,
,,Legal Services of Eastern Missouri - Immigration Law Project (St. Louis Office),Immigration Legal Services,,314-256-8756,http://www.lsem.org,lsem.org,St. Louis,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393053-Legal_Services_of_Eastern_Missouri_Immigration_Law_Project_St_Louis_Office,(314) 534-7307,4232 Forest Park Ave.,63108,,
,,Migrant and Immigrant Community Action Project,Immigration Legal Services,,(314) 995-6995,http://www.mica-project.org,mica-project.org,St. Louis,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.487877-Migrant_and_Immigrant_Community_Action_Project,(314) 735-4359,2650 Cherokee St,63118,,
,,St. Francis Community Services - Catholic Immigration Law Project,Immigration Legal Services,,(314) 977-3993,https://sfcsstl.org/locations/clam/,sfcsstl.org,St. Louis,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393051-St_Francis_Community_Services_Catholic_Immigration_Law_Project,(314) 977-3334,"100 N. Tucker Blvd., Suite 726",63101,,
,,The Asylum Clinic Kansas City (VERA NETWORK),Immigration Legal Services,,816-641-5777,https://www.asylumclinickc.org/,asylumclinickc.org,North Kansas City,MO,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.799063-The_Asylum_Clinic_Kansas_City_VERA_NETWORK,,2005 Swift Avenue,64116,,
,,Catholic Charities Diocese of Evansville,Immigration Legal Services,,(812) 423-5456,https://www.ccevansville.org/immigration-services.html,ccevansville.org,Evansville,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.553673-Catholic_Charities_Diocese_of_Evansville,(812) 423-4392,"610 E. Walnut St., Suite 220A",47713,,
,,Catholic Charities Diocese of Gary - Immigrant Support and Assistance Center (ISAAC),Immigration Legal Services,,(219)397-5803,https://www.catholic-charities.org,catholic-charities.org,East Chicago,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.765998-Catholic_Charities_Diocese_of_Gary_Immigrant_Support_and_Assistance_Center,(219)397-5804,3901 Fir St,46312,,
,,Catholic Charities Indianapolis - Immigration Legal Services,Immigration Legal Services,,(317) 236-1500,http://www.archindy.org/cc/indianapolis/index.html,archindy.org,Indianapolis,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.417447-Catholic_Charities_Indianapolis_Immigration_Legal_Services,(317) 261-3375,1400 N. Meridian St,46202,,
,,Catholic Charities of Fort Wayne-South Bend (Fort Wayne Office),Immigration Legal Services,,(260) 422-5625,http://www.ccfwsb.org,ccfwsb.org,Fort Wayne,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392888-Catholic_Charities_of_Fort_WayneSouth_Bend_Fort_Wayne_Office,(260) 422-5657,915 South Clinton St.,46802,,
,,Chicagoland Immigrant Welcome Network,Immigration Legal Services,,(219) 276-3764,http://www.thewelcomenet.org,thewelcomenet.org,Hammond,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.642120-Chicagoland_Immigrant_Welcome_Network,,824 E Hoffman St,46327,,
,,Exodus Refugee Immigration,Immigration Legal Services,,317-619-7802,https://www.exodusrefugee.org/,exodusrefugee.org,Indianapolis,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.816946-Exodus_Refugee_Immigration,,"2457 E Washington Street, Suite A",46201,,
,,Hispanic Connection of Southern Indiana,Immigration Legal Services,,(812) 944-0527,https://hispanic-connection.business.site/,hispanic-connection.business.site,Jeffersonville,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392897-Hispanic_Connection_of_Southern_Indiana,(812) 944-1292,"1410 Charlestown New Albany Road, Suite 101",47130,,
,,Immigrant Connection at College Wesleyan Church (Marion Office),Immigration Legal Services,,(765) 674-8541,https://www.wesleyan.org,wesleyan.org,Marion,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.653382-Immigrant_Connection_at_College_Wesleyan_Church_Marion_Office,,306 E 38th St,46953,,
,,Immigrant Connection at The Bridge Community Church,Immigration Legal Services,,(574) 735-0000,https://www.thebridgelogansport.com/immigration,thebridgelogansport.com,Logansport,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.544076-Immigrant_Connection_at_The_Bridge_Community_Church,,301 E Linden Ave,46947,,
,,Indiana Legal Services - Immigrants' and Language Rights Center,Immigration Legal Services,,(317) 631-9410,http://www.indianalegalservices.org,indianalegalservices.org,Indianapolis,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392896-Indiana_Legal_Services_Immigrants_and_Language_Rights_Center,(317) 333-6676,"1200 Madison Avenue, Suite 300",46225,,
,,"La Casa de Amistad, Inc.",Immigration Legal Services,,(574) 233-2120,http://www.lacasadeamistad.org,lacasadeamistad.org,South Bend,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.548218-La_Casa_de_Amistad_Inc,(574) 233-2120,3423 S. Michigan St.,46614,,
,,Lafayette Urban Ministry Immigration Clinic,Immigration Legal Services,,(765) 423-2691,https://client.lumserve.org/assistance-programs/immigration-clinic/,client.lumserve.org,Lafayette,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.593472-Lafayette_Urban_Ministry_Immigration_Clinic,,420 North 4th Street,47901,,
,,National Immigrant Justice Center (Goshen Office),Immigration Legal Services,,(312) 660-1370,https://www.immigrantjustice.org,immigrantjustice.org,Goshen,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.543998-National_Immigrant_Justice_Center_Goshen_Office,,110 E. Washington St.,46526,,
,,National Immigrant Justice Center (Indianapolis Office),Immigration Legal Services,,(312) 660-1370,https://www.immigrantjustice.org,immigrantjustice.org,Indianapolis,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.729585-National_Immigrant_Justice_Center_Indianapolis_Office,,"615 N. Alabama St., Suite 426",46204,,
,,Neighborhood Christian Legal Clinic,Immigration Legal Services,,(317) 429-4131,http://www.nclegalclinic.org,nclegalclinic.org,Indianapolis,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392894-Neighborhood_Christian_Legal_Clinic,(317) 429-4130,"3333 N. Meridian St, Suite 201",46208,,
,,Sisters of St. Benedict Immigration Outreach,Immigration Legal Services,,(812) 367-1411  2102,http://www.thedome.org,thedome.org,Ferdinand,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.569252-Sisters_of_St_Benedict_Immigration_Outreach,(812) 367-2313,802 E. 10th Street,47532,,
,,Tree of Life Immigration Legal Aid Clinic,Immigration Legal Services,,(574) 307-0561,https://www.treeoflifeanglican.org/immigration-clinic.html,treeoflifeanglican.org,South Bend,IN,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.764671-Tree_of_Life_Immigration_Legal_Aid_Clinic,,"The Commerce Center (first floor), 401 E. Colfax Ave., 180-3",46617,,
,,Catholic Charities of Green Bay (Green Bay Office),Immigration Legal Services,,(920) 272-8234,https://catholiccharitiesgb.org/our-services/immigration-legal-services/,catholiccharitiesgb.org,Green Bay,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393450-Catholic_Charities_of_Green_Bay_Green_Bay_Office,(920) 437-4067,1825 Riverside Dr,54301,,
,,Catholic Charities of Green Bay (Menasha Office),Immigration Legal Services,,(920) 734-2601,https://catholiccharitiesgb.org/our-services/immigration-legal-services/,catholiccharitiesgb.org,Menasha,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393439-Catholic_Charities_of_Green_Bay_Menasha_Office,,1475 Opportunity Way,54952,,
,,Catholic Charities of La Crosse,Immigration Legal Services,,(608) 782-0710,https://www.cclse.org,cclse.org,La Crosse,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393446-Catholic_Charities_of_La_Crosse,(608) 782-0702,3710 East Ave S.,54602,,
,,Catholic Charities of Milwaukee -Refugee and Immigration Services,Immigration Legal Services,,(414) 643-8570,http://www.risccmke.org,risccmke.org,West Milwaukee,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393447-Catholic_Charities_of_Milwaukee_Refugee_and_Immigration_Services,(414) 643-6726,1233 S 45th St.,53214,,
,,Catholic Multicultural Center,Immigration Legal Services,,(608) 441-0114,https://cmcmadison.org/,cmcmadison.org,Madison,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.661873-Catholic_Multicultural_Center,(608) 661-0363,1862 Beld Street,53713,,
,,"Center Against Sexual & Domestic Abuse, Inc.",Immigration Legal Services,,(715) 392-3136,http://www.casda.org,casda.org,Superior,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393448-Center_Against_Sexual_Domestic_Abuse_Inc,(715) 392-8463,318 21st Ave E.,54880,,
,,Centro Hispano of Dane County,Immigration Legal Services,,(608) 442-4012,http://www.micentro.org,micentro.org,Madison,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.646634-Centro_Hispano_of_Dane_County,(608) 255-2975,810 West Badger Rd.,53713,,
,,Community Immigration Law Center,Immigration Legal Services,,(608) 640-4444,http://www.cilcmadison.org,cilcmadison.org,Madison,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.662194-Community_Immigration_Law_Center,(608) 640-4447,944 E. Gorham,53703,,
,,Faith Community Church - Immigration Legal Services Outreach,Immigration Legal Services,,(608) 758-2850,http://www.faithcommunitychurch.net,faithcommunitychurch.net,Janesville,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.614748-Faith_Community_Church_Immigration_Legal_Services_Outreach,(608) 305-0434,2931 Lucerne Drive,53545,,
,,International Institute of Wisconsin,Immigration Legal Services,,(414) 225-6220,http://www.iiwisconsin.org,iiwisconsin.org,Milwaukee,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393442-International_Institute_of_Wisconsin,(414) 225-6235,"1110 N. Dr. Martin Luther King Jr. Dr., Suite 420",53203,,
,,James Place Immigration Services (Milwaukee Office),Immigration Legal Services,,(414) 269-9952,,,Milwaukee,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.644193-James_Place_Immigration_Services_Milwaukee_Office,(262) 408-2137,"807 S 14th Street, Suite 200",53204,,
,,James Place Immigration Services (Waukesha Office),Immigration Legal Services,,(262) 544-9472,,,Waukesha,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.644169-James_Place_Immigration_Services_Waukesha_Office,(262) 408-2137,129 W Broadway,53186,,
,,Jewish Social Services of Madison,Immigration Legal Services,,(608) 442-4081,http://www.jssmadison.org,jssmadison.org,Madison,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393443-Jewish_Social_Services_of_Madison,(608) 278-7814,6434 Enterprise Ln,53719,,
,,RISE Law Center/Centro Legal RISE,Immigration Legal Services,,(608) 256-1015,https://www.facebook.com/pages/RISE-Law-Center/276984419010325,facebook.com,Madison,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.462906-RISE_Law_CenterCentro_Legal_RISE,(608) 256-1089,"1400 E. Washington Avenue, Suite 262",53703,,
,,United Migrant Opportunity Services - Immigration Legal Services,Immigration Legal Services,,(414) 389-6506,http://www.umos.org,umos.org,Milwaukee,WI,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393449-United_Migrant_Opportunity_Services_Immigration_Legal_Services,(414) 389-9961,2701 S. Chase Street Suite D,53207,,
,,Carolina Immigrant Alliance,Immigration Legal Services,,(803) 619-5012,https://carolinaimmigrantalliance.org/,carolinaimmigrantalliance.org,Rock Hill,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.792873-Carolina_Immigrant_Alliance,,1067 Oakland Avenue,29732,,
,,Catholic Charities Immigration Services (Greenville Office),Immigration Legal Services,,(864) 274-0141,http://charitiessc.org/immigration-legal-services,charitiessc.org,Greenville,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393285-Catholic_Charities_Immigration_Services_Greenville_Office,(864) 331-2634,2300 Old Buncombe Rd.,29609,,
,,Catholic Charities Immigration Services (Mt. Pleasant Office),Immigration Legal Services,,(843) 388-0089,https://charitiessc.org/immigration-legal-services,charitiessc.org,Charleston,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393286-Catholic_Charities_Immigration_Services_Mt_Pleasant_Office,(843) 856-4515,127 St Philip Street,29403,,
,,Catholic Charities Immigration Services-Rock Hill Office,Immigration Legal Services,,8033277144,http://charitiessc.org/immigration-legal-services,charitiessc.org,Rock Hill,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.770235-Catholic_Charities_Immigration_ServicesRock_Hill_Office,,524 Charlotte Ave,29730,,
,,Charleston Legal Access,Immigration Legal Services,,843-640-5980,https://www.charlestonlegalaccess.org/,charlestonlegalaccess.org,North Charleston,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.810744-Charleston_Legal_Access,,"1816 Success St building A unit 102,",29405,,
,,Immigrant Connection - Greenville Multicultural Church,Immigration Legal Services,,(864) 295-0945,https://greenvillemulticultural.com/IC,greenvillemulticultural.com,Greenville,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.622922-Immigrant_Connection_Greenville_Multicultural_Church,,103 S. Texas Ave,29611,,
,,Immigrant Connection - Spartanburg,Immigration Legal Services,,(864) 310-3109,https://www.nuevagduncan.com/immigration-connection,nuevagduncan.com,Ducan,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.813826-Immigrant_Connection_Spartanburg,,203 South Main Street,29334,,
,,Immigrant Connection at El Camino,Immigration Legal Services,,(864) 397-9283,http://www.elcamin.webs.com,elcamin.webs.com,Greenville,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.571444-Immigrant_Connection_at_El_Camino,,103 Crescent Ridge Drive,29615-2118,,
,,SCVAN,Immigration Legal Services,,8643126453,http://www.scvan.org,scvan.org,Spartanburg,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393297-SCVAN,(866) 473-1272,PO,29301,,
,,South Carolina Legal Services (Charleston Office),Immigration Legal Services,,(843) 720-7044,http://www.sclegal.org,sclegal.org,Charleston,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393288-South_Carolina_Legal_Services_Charleston_Office,(843) 760-1090,2803 Carner Ave,29405,,
,,South Carolina Legal Services (Columbia Office),Immigration Legal Services,,(803) 799-9668,https://www.sclegal.org,sclegal.org,Columbia,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393289-South_Carolina_Legal_Services_Columbia_Office,(803) 799-1781,2109 Bull St,29201,,
,,South Carolina Legal Services (Conway Office),Immigration Legal Services,,(843) 381-8182,http://www.sclegal.org,sclegal.org,Conway,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393290-South_Carolina_Legal_Services_Conway_Office,(843) 381-8372,"1201 B Creel Street, Wing A-1",29527,,
,,South Carolina Legal Services (Florence Office),Immigration Legal Services,,(843) 413-9500,http://www.sclegal.org,sclegal.org,Florence,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393291-South_Carolina_Legal_Services_Florence_Office,(843) 413-1013,320 S. Coit St,29501,,
,,South Carolina Legal Services (Greenville Office),Immigration Legal Services,,(864) 679-3232,http://www.sclegal.org,sclegal.org,Greenville,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393292-South_Carolina_Legal_Services_Greenville_Office,(864) 679-3260,701 S. Main St.,29601,,
,,South Carolina Legal Services (Greenwood Office),Immigration Legal Services,,(864) 223-4879,http://www.sclegal.org,sclegal.org,Greenwood,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393293-South_Carolina_Legal_Services_Greenwood_Office,(864) 223-7629,316 W. Cambridge Ave,29646,,
,,South Carolina Legal Services (Orangeburg Office),Immigration Legal Services,,(803) 533-0116,http://www.sclegal.org,sclegal.org,Orangeburg,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393294-South_Carolina_Legal_Services_Orangeburg_Office,(803) 531-5102,"126 Associate Pkwy, PO Box 1646",29116,,
,,South Carolina Legal Services (Pee Dee Office),Immigration Legal Services,,(843) 413-9500,http://www.sclegal.org,sclegal.org,Florence,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.503232-South_Carolina_Legal_Services_Pee_Dee_Office,(843) 413-1013,320 South Coit St.,29501,,
,,South Carolina Legal Services (Rock Hill Office),Immigration Legal Services,,(803) 327-9001,http://www.sclegal.org,sclegal.org,Rock Hill,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393295-South_Carolina_Legal_Services_Rock_Hill_Office,(803) 327-7105,214 Johnston St,29731,,
,,South Carolina Legal Services (Spartanburg Office),Immigration Legal Services,,(864) 582-0369,http://www.sclegal.org,sclegal.org,Spartanburg,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393296-South_Carolina_Legal_Services_Spartanburg_Office,(864) 582-0302,148 E. Main St,29306,,
,,South Carolina Victim Assistance Network - Immigrant Victim Program (Columbia Office),Immigration Legal Services,,(803) 750-1200,http://www.scvan.org,scvan.org,Columbia,SC,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393298-South_Carolina_Victim_Assistance_Network_Immigrant_Victim_Program_Columbia,(866) 473-1272,PO  Box 212863,29221,,
,,AppalRed Legal Aid (Barbourville Office),Immigration Legal Services,,(606) 546-5115,http://www.ardfky.org,ardfky.org,Barbourville,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392902-AppalRed_Legal_Aid_Barbourville_Office,(606) 546-5117,"700 Pitzer St., Ste 1",40906,,
,,AppalRed Legal Aid (Hazard Office),Immigration Legal Services,,(606) 439-2315,http://www.ardfky.org,ardfky.org,Hazard,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392904-AppalRed_Legal_Aid_Hazard_Office,(606) 439-4364,600 High St,41702,,
,,AppalRed Legal Aid (Pikeville Office),Immigration Legal Services,,(606) 437-3446,http://www.ardfky.org,ardfky.org,Pikeville,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392906-AppalRed_Legal_Aid_Pikeville_Office,(606) 437-2365,146 Main Street,41501,,
,,AppalRed Legal Aid (Prestonsburg Office),Immigration Legal Services,,(606) 886-3876,http://www.ardfky.org,ardfky.org,Prestonsburg,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392907-AppalRed_Legal_Aid_Prestonsburg_Office,(606) 886-3704,120 N. Front Ave,41653,,
,,AppalRed Legal Aid (Richmond Office),Immigration Legal Services,,(859) 624-1394,http://www.ardfky.org,ardfky.org,Richmond,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392908-AppalRed_Legal_Aid_Richmond_Office,(606) 624-1396,114 North Third St.,40475,,
,,AppalRed Legal Aid (Somerset Office),Immigration Legal Services,,(606) 679-7313,http://www.ardfky.org,ardfky.org,Somerset,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392909-AppalRed_Legal_Aid_Somerset_Office,(606) 679-7315,108 College St,42501,,
,,Catholic Charities Diocese of Owensboro,Immigration Legal Services,,270-852-8367,https://owensborodiocese.org/catholic-charities/,owensborodiocese.org,Owensboro,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.820900-Catholic_Charities_Diocese_of_Owensboro,270-683-6883,600 Locust St,42301,,
,,"Catholic Charities of Louisville, Inc. - Immigration Legal Services",Immigration Legal Services,,(502) 637-9097,http://www.cclou.org,cclou.org,Louisville,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392918-Catholic_Charities_of_Louisville_Inc_Immigration_Legal_Services,(502) 637-9780,435 E. Broadway,40202,,
,,Community Response Coalition of Kentucky Inc.,Immigration Legal Services,,8006749217,https://www.crc4me.org/,crc4me.org,Lexington,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.808788-Community_Response_Coalition_of_Kentucky_Inc,,"153 Patchen Dr, St 39",40517,,
,,"Kentucky Refugee Ministries, Inc. (Lexington Office)",Immigration Legal Services,,(859) 226-5661,http://www.kyrm.org,kyrm.org,Lexington,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.566640-Kentucky_Refugee_Ministries_Inc_Lexington_Office,,"501 W 6th St, Suite 250",40508,,
,,"Kentucky Refugee Ministries, Inc. (Louisville Office)",Immigration Legal Services,,(502) 479-9180  586,http://www.kyrm.org,kyrm.org,Louisville,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392912-Kentucky_Refugee_Ministries_Inc_Louisville_Office,,969-B Cherokee Rd,40204,,
,,Legal Aid of the Bluegrass (Ashland Office),Immigration Legal Services,,(606) 329-1321,http://www.lablaw.org,lablaw.org,Ashland,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392913-Legal_Aid_of_the_Bluegrass_Ashland_Office,(606) 325-0615,1616 Greenup Ave.,41101,,
,,Legal Aid of the Bluegrass (Covington Office),Immigration Legal Services,,(859) 431-8200,http://www.lablaw.org,lablaw.org,Covington,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392914-Legal_Aid_of_the_Bluegrass_Covington_Office,(859) 431-3009,104 East 7th Street,41011,,
,,Legal Aid of the Bluegrass (Lexington Office),Immigration Legal Services,,(859) 233-4556,http://www.lablaw.org,lablaw.org,Lexington,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392915-Legal_Aid_of_the_Bluegrass_Lexington_Office,(859) 233-1907,"300 East Main Street, Suite 110",40507,,
